Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/28/2025,,Regular Season,SWVA PARADISE,0|0|0|0|0|82,Win,,,,,,,,,,,,,,
,,,,,,Fen Sins,40,0,5,1,0,1,0,16,80.0,20,8,10,80.0
,,,,,,DizzyFS,13,1,7,0,0,1,5,4,36.4,11,4,11,36.4
,,,,,,Gamble Scopes,12,0,0,3,0,1,1,5,55.6,9,2,4,50.0
,,,,,,King Plamer,11,5,2,0,1,1,0,4,80.0,5,3,4,75.0
,,,,,,Reedrix,6,13,7,0,0,1,2,3,75.0,4,0,0,0
,,,ZeroTolerance,0|0|0|0|0|75,Loss,,,,,,,,,,,,,,,
,,,,,,SioDied,17,3,2,3,0,0,3,7,63.6,11,3,5,60.0
,,,,,,outxshyne,17,0,2,0,0,1,0,6,50.0,12,5,10,50.0
,,,,,,Agaara,16,0,1,3,0,3,1,6,54.5,11,2,7,28.6
,,,,,,xojask,16,16,7,0,0,0,1,8,66.7,12,0,1,0.0
,,,,,,lgothagun,9,1,10,1,0,1,0,3,33.3,9,2,8,25.0
