Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Fenix,0|0|0|0|0|89,Win,,,,,,,,,,,,,,
,,,,,,VizionHated,33,1,0,1,0,0,1,14,70.0,20,5,9,55.6
,,,,,,makina319,21,0,11,0,0,0,1,7,63.6,11,5,8,62.5
,,,,,,DC-24RD-,15,3,3,4,1,1,1,6,66.7,9,3,5,60.0
,,,,,,xLeCuban,15,14,7,1,0,1,3,7,70.0,10,0,1,0.0
,,,,,,Glyziix-,5,0,2,0,0,0,0,2,100.0,2,1,1,100.0
,,,DogHouse,0|0|0|0|0|88,Loss,,,,,,,,,,,,,,,
,,,,,,LvKaid,50,0,11,1,0,1,5,17,63.0,27,16,24,66.7
,,,,,,ShootLikeDev,13,0,0,1,0,3,1,5,83.3,6,3,4,75.0
,,,,,,xVisTuff,12,0,3,0,0,0,0,4,66.7,6,3,5,60.0
,,,,,,KingPapiDrip,8,8,7,0,1,0,0,4,66.7,6,0,0,0
,,,,,,IronH3arTD,5,4,3,1,1,2,1,2,50.0,4,1,3,33.3
