Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Triborough,0|0|0|0|0|75,Loss,,,,,,,,,,,,,,
,,,,,,Bnasty_Tv,21,0,5,1,0,3,2,7,63.6,11,4,7,57.1
,,,,,,BaseballJ-TikTok,17,0,9,0,0,2,4,6,54.5,11,5,10,50.0
,,,,,,ITROYBOYI,14,13,2,0,1,0,2,7,100.0,7,0,0,0
,,,,,,G_RAWWW3,14,2,2,1,0,1,2,5,62.5,8,4,7,57.1
,,,,,,Saucejigga,9,0,1,2,0,1,0,4,66.7,6,1,2,50.0
,,,Must See TV,0|0|0|0|0|78,Win,,,,,,,,,,,,,,,
,,,,,,A WalkingBucket_,42,0,3,3,0,0,0,16,72.7,22,10,15,66.7
,,,,,,Osakueva,19,1,6,4,0,0,3,7,77.8,9,3,4,75.0
,,,,,,xPaleleiB,10,7,1,0,0,0,3,5,71.4,7,0,2,0.0
,,,,,,Jery05,5,0,1,1,0,3,0,2,66.7,3,1,1,100.0
,,,,,,Cxhzie,2,2,1,1,0,1,0,1,50.0,2,0,1,0.0
