Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Out for blood,0|0|0|0|0|79,Win,,,,,,,,,,,,,,
,,,,,,Duffyszn2k,24,0,5,4,0,1,1,8,61.5,13,8,12,66.7
,,,,,,Cr vonte,22,3,2,3,0,0,1,8,66.7,12,4,6,66.7
,,,,,,Zee Da A1 PG,18,0,6,0,0,0,3,7,77.8,9,4,5,80.0
,,,,,,Boogie GS,12,1,2,1,1,0,2,4,44.4,9,4,8,50.0
,,,,,,Rich Rell,3,8,5,0,1,4,0,1,50.0,2,1,1,100.0
,,,THE MOB,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,Reallytrxp,30,0,1,1,0,3,1,11,78.6,14,8,10,80.0
,,,,,,Hit RB LT,22,12,6,0,0,0,0,11,78.6,14,0,1,0.0
,,,,,,PattyMil,13,0,16,2,0,0,3,5,41.7,12,3,8,37.5
,,,,,,Gothum,5,7,2,0,0,0,2,2,33.3,6,1,3,33.3
,,,,,,StopBaited,4,0,1,4,0,2,2,2,66.7,3,0,0,0
