Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Out for blood,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,Duffyszn2k,25,1,2,0,0,1,1,9,56.3,16,7,14,50.0
,,,,,,Cr vonte,24,7,1,1,0,0,0,11,84.6,13,2,3,66.7
,,,,,,Zee Da A1 PG,16,1,8,1,0,3,1,6,75.0,8,4,6,66.7
,,,,,,Boogie GS,8,0,3,1,0,0,0,3,75.0,4,2,3,66.7
,,,,,,Rich Rell,4,6,7,1,1,3,1,2,40.0,5,0,2,0.0
,,,Hoop culture,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,,
,,,,,,Routted,32,0,4,0,0,1,1,12,70.6,17,8,11,72.7
,,,,,,TayGilgeous,16,12,2,1,0,0,1,6,66.7,9,2,3,66.7
,,,,,,LiquiditySweepp,13,0,0,1,0,0,0,5,83.3,6,3,4,75.0
,,,,,,StopMyMid,10,0,13,0,0,3,3,4,44.4,9,1,4,25.0
,,,,,,EST-TRU,0,4,2,0,0,2,1,0,0.0,3,0,3,0.0
