Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,New Strap City,0|0|0|0|0|73,Loss,,,,,,,,,,,,,,
,,,,,,TheGlue4,38,0,6,0,0,1,1,14,82.4,17,10,12,83.3
,,,,,,Melo3pt,16,0,4,3,0,3,1,5,71.4,7,3,5,60.0
,,,,,,iFlexx_48,10,0,1,0,0,0,0,4,40.0,10,2,7,28.6
,,,,,,Im_different4,9,11,4,0,0,0,0,3,60.0,5,0,0,0
,,,,,,Yikki-Za,0,4,0,0,0,2,1,0,0.0,4,0,3,0.0
,,,Loyalty Runs Deep,0|0|0|0|0|75,Win,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,35,4,9,1,0,2,2,14,66.7,21,6,8,75.0
,,,,,,R1 oSaints,15,0,0,1,0,1,0,7,77.8,9,1,3,33.3
,,,,,,ZiZoe,12,3,1,0,0,2,1,4,100.0,4,4,4,100.0
,,,,,,IIIAmVicious,9,0,1,0,0,0,1,3,42.9,7,3,7,42.9
,,,,,,LuisGotNext,4,9,3,0,2,4,0,2,66.7,3,0,0,0
