Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,DUB DYNASTY,0|0|0|0|0|67,Win,,,,,,,,,,,,,,
,,,,,,Itsk3nnyttv,28,1,7,3,0,1,4,9,60.0,15,7,12,58.3
,,,,,,Tiktokpablo,19,0,4,1,0,1,0,9,52.9,17,1,4,25.0
,,,,,,Dynastyxkdub2k,13,15,3,0,1,0,1,6,75.0,8,0,0,0
,,,,,,LNO802MAG,5,3,1,0,2,1,0,2,40.0,5,1,4,25.0
,,,,,,DynastyxTay,2,0,2,1,0,3,0,1,100.0,1,0,0,0
,,,New Strap City,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,,
,,,,,,Im_different4,19,1,4,1,0,0,2,7,70.0,10,3,3,100.0
,,,,,,TheGlue4,18,1,5,0,0,1,1,6,40.0,15,6,12,50.0
,,,,,,Slim_jim48,12,3,4,2,1,1,2,4,80.0,5,4,5,80.0
,,,,,,|-Dreadz-|,10,9,2,0,1,1,1,5,71.4,7,0,0,0
,,,,,,iFlexx_48,6,0,2,1,0,3,0,2,66.7,3,2,2,100.0
