Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Flourish Citizens,0|0|0|0|0|79,Win,,,,,,,,,,,,,,
,,,,,,JMDHeisman,18,1,11,2,0,0,0,7,77.8,9,2,3,66.7
,,,,,,JJGotTheJuice,18,0,2,1,0,2,1,7,87.5,8,4,4,100.0
,,,,,,ImClem4Real,17,0,7,1,0,0,2,6,54.5,11,5,8,62.5
,,,,,,xzDOPExz,17,6,2,0,0,1,1,8,88.9,9,1,2,50.0
,,,,,,M1keyTheGem40,9,9,2,0,1,1,1,4,57.1,7,1,2,50.0
,,,THE MOB,0|0|0|0|0|67,Loss,,,,,,,,,,,,,,,
,,,,,,PattyMil,20,0,6,0,0,2,2,7,46.7,15,6,14,42.9
,,,,,,llFREEBOARDSll,15,12,2,1,2,1,0,7,87.5,8,0,0,0
,,,,,,LacedmyPercss,15,0,4,1,0,0,3,7,63.6,11,1,4,25.0
,,,,,,Gothum,11,0,1,0,0,2,0,4,57.1,7,3,5,60.0
,,,,,,THESWAGGKING,6,2,4,1,0,0,0,2,40.0,5,2,5,40.0
