Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,BOOM3Rz,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,26,0,8,0,0,0,1,12,75.0,16,2,5,40.0
,,,,,,IlMarkNuttlI,17,10,1,0,1,2,1,6,75.0,8,5,6,83.3
,,,,,,XFrostFades,6,0,1,0,0,0,0,2,33.3,6,0,1,0.0
,,,,,,Laayupk,6,2,4,1,0,3,0,3,60.0,5,0,2,0.0
,,,,,,Recentchris,5,0,2,2,0,0,0,2,50.0,4,1,2,50.0
,,,Iconic,0|0|0|0|0|62,Win,,,,,,,,,,,,,,,
,,,,,,Gazulli,24,0,3,0,0,3,2,10,66.7,15,4,7,57.1
,,,,,,ReignJokic,22,9,5,0,1,1,1,8,80.0,10,1,1,100.0
,,,,,,IIRangeiana,7,2,1,0,0,4,0,3,100.0,3,1,1,100.0
,,,,,,Kye 716,5,3,0,0,0,2,0,2,66.7,3,1,2,50.0
,,,,,,CamSPM,4,0,11,1,0,0,0,1,14.3,7,1,6,16.7
