Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/6/2025,,Regular Season,Free Smoke,0|0|0|0|0|91,Win,,,,,,,,,,,,,,
,,,,,,ill-Dante-lli,40,1,11,0,0,0,2,15,71.4,21,6,9,66.7
,,,,,,qDeek,19,0,3,0,0,0,0,7,70.0,10,5,7,71.4
,,,,,,IssaCreed-_,14,11,6,0,0,0,1,6,100.0,6,0,0,0
,,,,,,ooJxden,12,3,3,0,1,1,0,4,100.0,4,4,4,100.0
,,,,,,DonFloatinn,6,0,1,1,0,4,0,3,50.0,6,0,2,0.0
,,,BOOM3Rz,0|0|0|0|0|84,Loss,,,,,,,,,,,,,,,
,,,,,,Coachwhogamesttv,46,1,10,0,0,3,1,20,80.0,25,6,8,75.0
,,,,,,PejaLanes,21,0,2,0,0,1,0,8,61.5,13,5,9,55.6
,,,,,,Recentchris,8,0,0,2,0,1,0,3,50.0,6,2,5,40.0
,,,,,,IlMarkNuttlI,7,5,3,0,0,1,0,3,75.0,4,1,2,50.0
,,,,,,Certified _Lu,2,3,1,1,0,0,0,1,100.0,1,0,0,0
