Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Liquid Pro Am,0|0|0|0|0|70,Win,,,,,,,,,,,,,,
,,,,,,doodlebam,29,0,6,1,0,3,1,13,72.2,18,3,7,42.9
,,,,,,Antoinelove,22,0,10,3,0,0,1,8,66.7,12,3,6,50.0
,,,,,,jaysnagss,8,2,1,2,2,1,1,3,100.0,3,2,2,100.0
,,,,,,winningNgaining,8,9,3,0,0,0,0,4,66.7,6,0,0,0
,,,,,,Zayynossll,3,1,0,2,0,3,1,1,50.0,2,1,2,50.0
,,,Before The Fame,0|0|0|0|0|57,Loss,,,,,,,,,,,,,,,
,,,,,,stunsational,21,0,2,0,0,2,3,8,80.0,10,5,6,83.3
,,,,,,Jack3sOnly,13,1,7,1,0,0,2,4,44.4,9,3,6,50.0
,,,,,,jayotoocold,12,1,0,1,0,2,0,4,57.1,7,4,7,57.1
,,,,,,xkingsworld,8,7,4,0,0,0,2,4,80.0,5,0,0,0
,,,,,,ohdonn,3,1,1,2,0,1,3,1,33.3,3,1,1,100.0
