Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Hidden Greatness,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,
,,,,,,Futurewyd,30,0,8,1,0,1,3,11,73.3,15,7,8,87.5
,,,,,,Tfjuice,13,0,2,1,0,1,0,5,62.5,8,2,5,40.0
,,,,,,EvolutionDrizzy,9,0,3,0,0,0,4,4,57.1,7,1,1,100.0
,,,,,,Bufsi,8,5,2,0,0,0,2,3,75.0,4,1,2,50.0
,,,,,,Yessirdylan,2,3,0,1,0,0,1,1,50.0,2,0,1,0.0
,,,Nun But Killas,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,Daehonncho,38,1,2,1,0,3,2,15,88.2,17,8,9,88.9
,,,,,,Blewstrips,30,1,8,1,0,2,2,11,78.6,14,8,11,72.7
,,,,,,Defensive1stTeam,8,6,1,0,1,0,2,4,80.0,5,0,0,0
,,,,,,Hennmothy,4,0,3,4,0,3,0,2,50.0,4,0,2,0.0
,,,,,,DellCobain,2,3,2,4,1,1,0,1,33.3,3,0,1,0.0
