Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Nun But Killas,0|0|0|0|0|75,Loss,,,,,,,,,,,,,,
,,,,,,Daehonncho,44,0,5,2,0,2,1,17,77.3,22,9,14,64.3
,,,,,,Blewstrips,11,0,9,1,0,3,3,4,44.4,9,3,6,50.0
,,,,,,DellCobain,10,3,1,2,0,1,1,4,57.1,7,2,4,50.0
,,,,,,Defensive1stTeam,8,8,6,0,0,0,3,4,80.0,5,0,0,0
,,,,,,ForgivePxrge,2,0,0,1,0,1,0,1,50.0,2,0,1,0.0
,,,Untouchabulls,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,ISwaggyz,33,0,11,1,0,1,4,13,72.2,18,6,10,60.0
,,,,,,LockGPT,28,0,5,3,0,0,2,10,83.3,12,8,10,80.0
,,,,,,ICoscu,8,3,2,1,1,1,1,3,60.0,5,2,4,50.0
,,,,,,wwwSega,7,6,2,0,0,1,1,3,60.0,5,1,2,50.0
,,,,,,Controverssy,6,5,3,1,0,2,1,3,75.0,4,0,0,0
