Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,
,,,,,,exploitgawdtv--,20,10,3,2,0,0,1,8,66.7,12,0,2,0.0
,,,,,,push meds,12,0,0,0,0,1,0,5,41.7,12,2,7,28.6
,,,,,,Ejenk21,10,0,4,2,0,2,4,3,33.3,9,3,9,33.3
,,,,,,Ksquaddavis,6,0,3,3,0,2,0,2,40.0,5,2,3,66.7
,,,,,,ysalB,6,4,3,2,0,0,0,2,28.6,7,2,6,33.3
,,,Nun But Killas,0|0|0|0|0|68,Win,,,,,,,,,,,,,,,
,,,,,,Hennmothy,17,0,2,2,0,0,2,7,70.0,10,3,5,60.0
,,,,,,Defensive1stTeam,16,18,8,0,0,2,2,8,100.0,8,0,0,0
,,,,,,Daehonncho,15,2,6,0,0,0,3,6,66.7,9,3,5,60.0
,,,,,,ForgivePxrge,15,0,1,1,0,2,1,6,75.0,8,3,4,75.0
,,,,,,DellCobain,5,3,1,2,0,4,1,2,25.0,8,1,4,25.0
