Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Out for blood,0|0|0|0|0|86,Win,,,,,,,,,,,,,,
,,,,,,Cr vonte,29,4,3,1,0,1,2,11,78.6,14,7,9,77.8
,,,,,,Zee Da A1 PG,18,0,7,0,0,2,2,7,87.5,8,3,4,75.0
,,,,,,Duffyszn2k,17,0,7,0,0,1,0,5,50.0,10,5,9,55.6
,,,,,,xMyless,16,11,7,3,1,0,3,7,70.0,10,2,3,66.7
,,,,,,OnShvtBo,6,7,0,0,0,1,1,2,28.6,7,2,7,28.6
,,,Heartless,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,,
,,,,,,lllllll1,25,0,1,0,0,1,1,9,47.4,19,5,14,35.7
,,,,,,GINOBILLI,14,0,6,2,1,0,0,5,50.0,10,4,9,44.4
,,,,,,Prvmx,11,1,2,1,0,1,0,5,71.4,7,1,2,50.0
,,,,,,ILouiiV,10,6,7,1,1,1,3,5,100.0,5,0,0,0
,,,,,,II MxL II,4,3,6,2,0,0,1,2,66.7,3,0,1,0.0
