Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Franchise,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,
,,,,,,Mallorybellaire,19,0,0,0,0,2,0,7,58.3,12,5,8,62.5
,,,,,,iiKardiyo,18,0,9,2,0,0,1,7,50.0,14,4,6,66.7
,,,,,,Immapopper,13,9,3,0,0,0,1,6,100.0,6,1,1,100.0
,,,,,,Alsmoovee,7,2,5,0,1,1,0,3,75.0,4,1,2,50.0
,,,,,,Llucciffferrr,3,0,0,2,0,1,1,1,33.3,3,1,3,33.3
,,,Nun But Killas,0|0|0|0|0|62,Win,,,,,,,,,,,,,,,
,,,,,,Blewstrips,15,0,9,0,0,1,0,5,45.5,11,2,5,40.0
,,,,,,Daehonncho,15,0,2,1,0,3,1,6,60.0,10,3,6,50.0
,,,,,,Hennmothy,13,0,2,1,0,2,0,5,83.3,6,3,4,75.0
,,,,,,Defensive1stTeam,12,11,3,0,0,1,2,6,85.7,7,0,0,0
,,,,,,DellCobain,7,4,0,0,0,1,1,3,60.0,5,1,2,50.0
