Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Must See TV,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,
,,,,,,Solaar,37,0,2,1,0,0,5,13,92.9,14,11,12,91.7
,,,,,,Osakueva,16,0,9,4,0,1,4,6,46.2,13,4,10,40.0
,,,,,,Flac0__0,10,2,1,3,1,0,0,3,50.0,6,1,2,50.0
,,,,,,Ali-The-Great,5,0,1,1,0,4,0,2,28.6,7,1,3,33.3
,,,,,,imWilt-,4,7,6,0,0,1,2,2,66.7,3,0,0,0
,,,Rockstar,0|0|0|0|0|89,Win,,,,,,,,,,,,,,,
,,,,,,iSnap380-,35,0,3,1,0,1,1,14,82.4,17,7,10,70.0
,,,,,,Pgjeree,23,0,13,2,0,0,5,8,66.7,12,5,7,71.4
,,,,,,Solotry,19,1,0,2,0,1,0,7,87.5,8,4,5,80.0
,,,,,,iiExcuseMe-,10,3,3,4,0,2,2,4,80.0,5,2,3,66.7
,,,,,,EL1TEIANA,2,12,7,0,0,0,2,1,33.3,3,0,1,0.0
