Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,InVigor Alliance,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,
,,,,,,KPMR,25,2,0,1,0,1,0,11,73.3,15,3,7,42.9
,,,,,,Smoove Tristxn,16,9,4,1,0,2,0,8,72.7,11,0,2,0.0
,,,,,,lakiwi,10,1,10,0,0,0,4,3,30.0,10,2,8,25.0
,,,,,,ImThePringleman,6,0,8,2,0,1,0,2,50.0,4,1,3,33.3
,,,,,,bronx_duffle,6,7,1,0,1,5,1,2,66.7,3,2,3,66.7
,,,RuskaRomaPrep,0|0|0|0|0|71,Win,,,,,,,,,,,,,,,
,,,,,,|GodSent|-,18,0,0,1,0,2,0,6,54.5,11,4,7,57.1
,,,,,,zSTNx,17,0,7,2,0,0,2,5,45.5,11,4,9,44.4
,,,,,,Earlier-it,15,0,1,0,0,1,0,6,60.0,10,3,7,42.9
,,,,,,Mir-In-Motion,11,4,2,2,1,3,0,3,37.5,8,2,5,40.0
,,,,,,GodSentMel,10,15,3,0,0,0,2,4,100.0,4,2,2,100.0
