Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,High Octane,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,SpilledMyWock-,30,0,12,2,0,2,1,9,60.0,15,6,9,66.7
,,,,,,PurpDaMenace,22,11,1,0,1,0,0,10,83.3,12,2,2,100.0
,,,,,,II Quaa II,16,2,3,0,0,0,0,7,87.5,8,2,3,66.7
,,,,,,xHatedKy,7,0,1,1,0,1,1,3,75.0,4,0,0,0
,,,,,,IIDevoll,2,1,1,2,0,1,1,1,100.0,1,0,0,0
,,,6ix Elite,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,,
,,,,,,RhinoDiarrhea,27,1,10,0,0,0,4,9,56.3,16,9,14,64.3
,,,,,,StephBeenLit,15,0,5,0,0,1,1,5,62.5,8,5,6,83.3
,,,,,,Dungardoctor,14,5,2,0,0,2,1,6,85.7,7,2,3,66.7
,,,,,,IIManuck,8,3,0,1,2,2,2,3,60.0,5,2,4,50.0
,,,,,,lilciink,0,0,0,1,0,4,0,0,0.0,1,0,0,0
