Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Black Men Don't Cheat,0|0|0|0|0|74,Win,,,,,,,,,,,,,,
,,,,,,Ejenk21,23,0,10,2,0,1,1,7,53.8,13,7,13,53.8
,,,,,,push meds,16,0,2,0,0,1,0,7,58.3,12,2,5,40.0
,,,,,,exploitgawdtv--,16,13,3,1,0,1,1,7,77.8,9,0,0,0
,,,,,,gflmilly757,11,2,3,0,0,3,0,4,44.4,9,3,8,37.5
,,,,,,ysalB,8,4,1,1,1,2,0,3,42.9,7,2,5,40.0
,,,Loyalty Runs Deep,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,39,2,9,0,0,0,2,14,63.6,22,7,13,53.8
,,,,,,IIIAmVicious,12,0,0,1,0,1,0,4,57.1,7,4,7,57.1
,,,,,,LuisGotNext,10,8,3,0,1,0,1,5,100.0,5,0,0,0
,,,,,,R1 oSaints,7,0,1,0,0,2,1,3,60.0,5,1,3,33.3
,,,,,,ZiZoe,3,5,0,0,0,2,1,1,50.0,2,1,2,50.0
