Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Bodega Cats,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,GK1LLER77,19,0,4,0,0,4,2,7,50.0,14,4,10,40.0
,,,,,,goldenboy YP,18,0,3,2,0,2,4,8,66.7,12,2,5,40.0
,,,,,,lvlr Syn,14,3,1,0,0,0,0,5,71.4,7,4,5,80.0
,,,,,,TaeCP,11,13,7,0,1,5,1,5,83.3,6,0,1,0.0
,,,,,,o_ihoop5_o,8,2,5,3,0,3,2,4,66.7,6,0,1,0.0
,,,Iconic,0|0|0|0|0|74,Win,,,,,,,,,,,,,,,
,,,,,,Gazulli,26,1,4,2,0,0,0,9,64.3,14,5,8,62.5
,,,,,,ReignJokic,17,13,4,2,0,2,1,6,54.5,11,1,1,100.0
,,,,,,CamSPM,16,0,7,1,0,1,2,6,60.0,10,1,4,25.0
,,,,,,IIRangeiana,8,1,1,0,0,1,1,3,60.0,5,2,4,50.0
,,,,,,Kye 716,7,3,2,3,0,1,1,3,42.9,7,1,5,20.0
