Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Below Zero Gaming,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,
,,,,,,OutTheRim,27,0,3,1,0,1,3,9,60.0,15,9,12,75.0
,,,,,,RebelsKickIt,18,0,5,4,0,3,0,7,70.0,10,4,7,57.1
,,,,,,AnaniJade,15,6,3,0,0,0,1,6,100.0,6,0,0,0
,,,,,,Jusstxny,6,0,0,0,1,3,1,2,66.7,3,2,3,66.7
,,,,,,TBsskkiii,3,3,2,2,1,2,1,1,33.3,3,1,3,33.3
,,,Dawg Mentality,0|0|0|0|0|71,Win,,,,,,,,,,,,,,,
,,,,,,xthebeltx,28,1,7,0,0,2,2,9,75.0,12,8,11,72.7
,,,,,,Best Break,18,0,5,0,0,1,4,7,63.6,11,4,7,57.1
,,,,,,Drenchgod919,12,9,2,1,0,0,2,6,100.0,6,0,0,0
,,,,,,IIG3NEII,7,0,1,3,0,4,0,2,40.0,5,1,2,50.0
,,,,,,Lane Stealin,6,5,0,1,0,4,1,2,66.7,3,2,3,66.7
