Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Dawg Mentality,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,
,,,,,,Drenchgod919,24,11,2,0,1,0,2,12,85.7,14,0,0,0
,,,,,,IIG3NEII,22,0,1,1,0,1,0,10,76.9,13,2,4,50.0
,,,,,,Best Break,14,0,3,4,0,0,0,6,37.5,16,2,9,22.2
,,,,,,Lane Stealin,9,3,1,4,2,4,0,3,75.0,4,3,4,75.0
,,,,,,xthebeltx,2,1,17,2,0,1,1,1,10.0,10,0,8,0.0
,,,Loyalty Runs Deep,0|0|0|0|0|82,Win,,,,,,,,,,,,,,,
,,,,,,BlacLabelz0,39,0,14,0,0,0,6,15,71.4,21,9,14,64.3
,,,,,,R1 oSaints,25,0,0,0,0,1,0,10,83.3,12,5,7,71.4
,,,,,,Damnn_CB,16,14,2,0,0,2,3,6,66.7,9,0,1,0.0
,,,,,,LuisGotNext,2,6,2,0,0,0,1,1,50.0,2,0,0,0
,,,,,,Sessions4467,0,3,1,2,0,1,2,0,0.0,1,0,1,0.0
