Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/25/2025,,Regular Season,Dawg Mentality,0|0|0|0|0|75,Win,,,,,,,,,,,,,,
,,,,,,xthebeltx,24,0,11,1,0,0,1,8,88.9,9,6,7,85.7
,,,,,,Best Break,22,0,4,1,0,2,0,9,60.0,15,4,6,66.7
,,,,,,Drenchgod919,14,3,0,1,0,1,2,7,100.0,7,0,0,0
,,,,,,IIG3NEII,12,0,2,2,0,4,0,5,71.4,7,1,2,50.0
,,,,,,Lane Stealin,3,6,0,3,2,1,0,1,50.0,2,1,2,50.0
,,,Heartless,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,,
,,,,,,GINOBILLI,27,0,7,0,0,1,4,8,61.5,13,7,10,70.0
,,,,,,lllllll1,24,1,1,0,0,0,0,8,80.0,10,6,7,85.7
,,,,,,ILouiiV,10,8,6,0,0,0,3,5,100.0,5,0,0,0
,,,,,,Prvmx,8,0,0,1,0,0,1,3,60.0,5,2,3,66.7
,,,,,,EmbraceDaEgo,3,4,3,0,1,5,0,1,25.0,4,1,3,33.3
