Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Supreme styles,0|0|0|0|0|61,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,28,0,2,2,0,4,2,10,58.8,17,5,12,41.7
,,,,,,Stammm7,11,8,3,2,2,4,1,4,66.7,6,3,5,60.0
,,,,,,Iiithexmaniii,9,0,6,0,0,1,3,3,30.0,10,1,5,20.0
,,,,,,LethalTrxster,7,5,5,1,2,2,2,3,60.0,5,1,2,50.0
,,,,,,Amp110,6,0,2,3,0,1,0,3,75.0,4,0,0,0
,,,Fenix,0|0|0|0|0|75,Win,,,,,,,,,,,,,,,
,,,,,,VizionHated,50,0,3,0,0,1,4,18,75.0,24,8,13,61.5
,,,,,,DC-24RD-,10,3,0,3,2,1,0,4,80.0,5,2,3,66.7
,,,,,,PanSobao-PR,8,0,3,4,1,2,0,3,42.9,7,2,5,40.0
,,,,,,xLeCuban,4,17,12,1,0,2,3,2,33.3,6,0,2,0.0
,,,,,,R3L4X PR-,3,1,1,0,1,1,2,1,12.5,8,1,6,16.7
