Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Money On The Floor,0|0|0|0|0|84,Loss,,,,,,,,,,,,,,
,,,,,,Im Not Dimes,40,1,11,1,0,0,4,15,93.8,16,9,10,90.0
,,,,,,MiBoundzz,20,9,2,0,0,0,1,9,69.2,13,0,0,0
,,,,,,pGrinchy TTv,14,0,0,0,0,0,0,6,60.0,10,2,5,40.0
,,,,,,Kmoney WT,10,5,2,3,0,2,2,4,66.7,6,2,4,50.0
,,,,,,MannyTAFT,0,1,1,0,0,4,0,0,0.0,2,0,2,0.0
,,,Fenix,0|0|0|0|0|90,Win,,,,,,,,,,,,,,,
,,,,,,VizionHated,43,0,13,0,0,1,1,16,72.7,22,9,13,69.2
,,,,,,xLeCuban,21,2,1,4,1,2,2,9,81.8,11,3,5,60.0
,,,,,,llchillzll,11,1,4,1,0,1,0,3,50.0,6,2,5,40.0
,,,,,,ZFANIA_PR,10,5,2,0,1,1,1,5,83.3,6,0,0,0
,,,,,,R3L4X PR-,5,0,2,0,0,5,0,2,66.7,3,1,2,50.0
