Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,
,,,,,,NooCalleriiD_TTV,27,0,2,0,0,1,0,12,75.0,16,3,6,50.0
,,,,,,Oc-ern-,12,0,7,0,0,5,2,5,50.0,10,1,4,25.0
,,,,,,QueTreyz33,12,0,1,2,0,5,1,5,62.5,8,2,4,50.0
,,,,,,Ragu_TheSauceGod,6,10,5,2,0,2,3,3,60.0,5,0,0,0
,,,,,,YouxBop,5,4,6,2,1,0,1,2,100.0,2,1,1,100.0
,,,Fenix,0|0|0|0|0|65,Win,,,,,,,,,,,,,,,
,,,,,,makina319,24,0,12,1,0,2,4,9,52.9,17,6,9,66.7
,,,,,,elcangry1123,13,0,2,0,0,2,0,5,100.0,5,3,3,100.0
,,,,,,xLeCuban,12,12,1,2,0,2,3,5,55.6,9,0,2,0.0
,,,,,,DC-24RD-,11,4,1,1,0,1,0,4,57.1,7,2,4,50.0
,,,,,,R3L4X PR-,5,1,0,2,0,0,0,2,33.3,6,1,4,25.0
