Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Triborough,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,
,,,,,,Jawadooooo_NYC,17,16,2,0,1,1,1,7,63.6,11,1,2,50.0
,,,,,,BaseballJ-TikTok,13,0,12,0,0,1,2,3,33.3,9,2,5,40.0
,,,,,,Bnasty_Tv,13,0,1,2,0,2,0,5,50.0,10,3,7,42.9
,,,,,,G_RAWWW3,11,3,0,0,1,2,0,4,40.0,10,3,8,37.5
,,,,,,Saucejigga,8,1,1,1,0,0,0,4,66.7,6,0,1,0.0
,,,Hoop culture,0|0|0|0|0|69,Win,,,,,,,,,,,,,,,
,,,,,,Routted,34,0,1,0,1,2,0,13,68.4,19,7,10,70.0
,,,,,,StopMyMid,26,1,6,1,0,3,2,10,55.6,18,5,13,38.5
,,,,,,TayGilgeous,4,17,4,0,0,1,2,2,25.0,8,0,1,0.0
,,,,,,LiquiditySweepp,3,1,1,0,0,4,1,1,100.0,1,1,1,100.0
,,,,,,EST-TRU,2,4,0,2,1,3,0,1,100.0,1,0,0,0
