Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Break The Chain,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,
,,,,,,LouieDimez,19,0,11,1,0,1,1,7,70.0,10,5,7,71.4
,,,,,,IIFRAUSTII,14,7,3,0,1,2,0,6,75.0,8,2,3,66.7
,,,,,,Juice_uchiha,11,1,0,1,0,2,0,5,71.4,7,1,2,50.0
,,,,,,geekwitdashifts,10,1,2,0,0,0,0,4,40.0,10,2,6,33.3
,,,,,,Fix My J,9,3,1,0,4,0,1,3,50.0,6,3,6,50.0
,,,Spaced Out SOE,0|0|0|0|0|68,Win,,,,,,,,,,,,,,,
,,,,,,TheParanoidduck,28,12,3,0,1,0,0,12,70.6,17,4,6,66.7
,,,,,,Integrals,14,0,13,0,0,0,2,6,66.7,9,2,2,100.0
,,,,,,Ablueeee,14,6,0,0,1,1,1,5,55.6,9,4,7,57.1
,,,,,,MikeHonchoooo,6,0,4,0,0,1,0,3,50.0,6,0,2,0.0
,,,,,,ESPN at 8AM,6,1,1,1,0,0,1,3,75.0,4,0,1,0.0
