Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Bodega Cats,0|0|0|0|0|74,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,25,0,5,0,0,0,4,10,76.9,13,5,7,71.4
,,,,,,lvlr Syn,24,10,2,0,0,1,1,9,81.8,11,6,8,75.0
,,,,,,GK1LLER77,9,0,3,0,0,1,1,3,30.0,10,3,9,33.3
,,,,,,o_ihoop5_o,8,2,11,2,1,4,2,2,66.7,3,2,2,100.0
,,,,,,TaeCP,8,15,3,0,0,1,1,4,50.0,8,0,2,0.0
,,,The Blueprint,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,,
,,,,,,HezTC,23,0,0,2,0,1,0,9,47.4,19,4,12,33.3
,,,,,,lDisparo,17,0,9,1,0,1,2,6,54.5,11,5,8,62.5
,,,,,,BigBagTugg,10,7,0,4,0,1,0,4,50.0,8,2,6,33.3
,,,,,,Beezy TC,8,6,8,0,0,3,0,3,100.0,3,0,0,0
,,,,,,Rattysreturn,5,0,2,2,0,2,0,2,33.3,6,1,4,25.0
