Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/20/2025,,Regular Season,Bodega Cats,0|0|0|0|0|95,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,34,1,3,0,1,1,2,12,70.6,17,9,14,64.3
,,,,,,lvlr Syn,31,6,3,1,1,1,1,10,66.7,15,6,9,66.7
,,,,,,goldenboy YP,18,0,11,0,0,1,2,6,60.0,10,4,7,57.1
,,,,,,TaeCP,9,19,4,1,0,0,2,4,44.4,9,1,4,25.0
,,,,,,o_ihoop5_o,3,5,8,2,1,2,2,1,100.0,1,1,1,100.0
,,,Black Men Don't Cheat,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,,
,,,,,,push meds,29,0,1,1,0,0,1,11,64.7,17,6,11,54.5
,,,,,,Ejenk21,22,0,5,2,0,2,2,7,38.9,18,7,17,41.2
,,,,,,ysalB,9,1,3,4,2,2,1,3,60.0,5,3,5,60.0
,,,,,,LeGunDownJames,8,11,10,1,0,3,0,4,57.1,7,0,0,0
,,,,,,gflmilly757,3,0,1,1,0,2,0,1,20.0,5,1,3,33.3
