Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,Iconic,0|0|0|0|0|101,Win,,,,,,,,,,,,,,
,,,,,,Gazulli,47,0,4,1,0,0,0,18,75.0,24,11,16,68.8
,,,,,,Polomanofearth,26,1,7,2,0,0,1,10,83.3,12,6,7,85.7
,,,,,,ReignJokic,16,18,9,1,0,0,1,7,50.0,14,2,4,50.0
,,,,,,CamSPM,9,2,2,2,1,1,1,4,80.0,5,1,2,50.0
,,,,,,IIRangeiana,3,12,7,0,1,3,0,1,33.3,3,1,2,50.0
,,,Black Men Don't Cheat,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,push meds,18,0,2,1,0,0,0,7,50.0,14,4,8,50.0
,,,,,,Ejenk21,14,1,4,1,1,0,2,5,31.3,16,4,15,26.7
,,,,,,exploitgawdtv--,11,10,4,0,0,0,4,4,44.4,9,1,4,25.0
,,,,,,gflmilly757,8,0,1,0,0,1,0,3,50.0,6,2,3,66.7
,,,,,,ysalB,4,5,3,0,0,3,1,2,28.6,7,0,3,0.0
