Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Defy Gravity,0|0|0|0|0|77,Win,,,,,,,,,,,,,,
,,,,,,llSafll,28,0,7,0,0,0,5,10,66.7,15,7,11,63.6
,,,,,,MyOllies,18,1,1,0,0,0,3,6,50.0,12,4,8,50.0
,,,,,,mo means,18,5,4,5,1,2,0,7,77.8,9,4,4,100.0
,,,,,,NextLaneOpen-,7,0,0,0,0,2,0,2,50.0,4,0,2,0.0
,,,,,,Jaigy,6,13,3,1,0,2,2,3,100.0,3,0,0,0
,,,Fenix,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,,
,,,,,,llchillzll,22,0,2,1,0,2,0,8,61.5,13,6,10,60.0
,,,,,,VizionHated,22,3,2,3,0,5,1,9,75.0,12,4,5,80.0
,,,,,,makina319,11,0,9,1,0,0,7,5,50.0,10,1,3,33.3
,,,,,,R3L4X PR-,6,5,2,0,0,0,0,3,75.0,4,0,0,0
,,,,,,PanSobao-PR,5,2,1,4,1,2,0,2,66.7,3,1,2,50.0
