Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,
,,,,,,NooCalleriiD_TTV,36,2,6,1,0,1,1,12,57.1,21,7,15,46.7
,,,,,,Oc-ern-,13,0,4,1,0,0,3,6,54.5,11,1,4,25.0
,,,,,,YouxBop,12,0,2,3,0,1,0,5,71.4,7,2,2,100.0
,,,,,,QueTreyz33,11,3,0,3,0,1,0,4,80.0,5,3,4,75.0
,,,,,,OC-SlightlyLate,2,7,3,0,1,0,1,1,50.0,2,0,1,0.0
,,,6ix Elite,0|0|0|0|0|84,Win,,,,,,,,,,,,,,,
,,,,,,StephBeenLit,35,0,0,1,0,1,0,14,77.8,18,7,7,100.0
,,,,,,RhinoDiarrhea,31,0,12,0,0,0,5,11,78.6,14,9,11,81.8
,,,,,,IIManuck,9,2,0,0,2,1,0,3,100.0,3,3,3,100.0
,,,,,,Dungardoctor,5,11,9,2,0,0,3,2,66.7,3,1,2,50.0
,,,,,,InEdWeTrust-,4,1,1,1,1,4,0,2,66.7,3,0,0,0
