Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,BulletProof,0|0|0|0|0|95,Win,,,,,,,,,,,,,,
,,,,,,HellaHeavys,50,0,0,0,0,0,0,18,85.7,21,14,16,87.5
,,,,,,HellaBoots,19,0,14,0,0,1,2,6,54.5,11,4,7,57.1
,,,,,,sonovember,15,12,5,1,0,0,0,7,77.8,9,1,2,50.0
,,,,,,TotallyCoco,9,7,2,2,0,3,1,3,60.0,5,1,3,33.3
,,,,,,Jairo2k,2,0,2,3,0,2,0,1,33.3,3,0,0,0
,,,The Father Hood,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,,
,,,,,,Huntttoonice,26,0,3,0,0,3,2,10,76.9,13,6,9,66.7
,,,,,,Johnnyfresh21_,13,1,4,0,0,1,3,5,35.7,14,2,9,22.2
,,,,,,itsDooly-,9,0,0,2,0,1,0,4,80.0,5,1,2,50.0
,,,,,,Jawndog781,7,9,6,0,0,3,2,3,42.9,7,1,2,50.0
,,,,,,Centerstagerage,4,5,2,0,0,1,1,2,33.3,6,0,4,0.0
