Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,BulletProof,0|0|0|0|0|89,Win,,,,,,,,,,,,,,
,,,,,,HellaHeavys,33,1,3,2,0,1,0,13,81.3,16,4,6,66.7
,,,,,,HellaBoots,27,1,15,2,0,0,0,9,60.0,15,8,13,61.5
,,,,,,sonovember,15,10,1,1,0,1,1,7,63.6,11,1,3,33.3
,,,,,,TotallyCoco,9,7,5,2,1,2,1,4,66.7,6,1,1,100.0
,,,,,,Jairo2k,5,0,2,1,0,0,0,2,66.7,3,1,2,50.0
,,,Hidden Greatness,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,Futurewyd,40,0,12,1,0,0,2,14,58.3,24,10,20,50.0
,,,,,,Tfjuice,14,1,1,1,0,2,1,5,71.4,7,4,6,66.7
,,,,,,Bufsi,8,11,0,0,1,1,1,3,100.0,3,2,2,100.0
,,,,,,EvolutionDrizzy,6,0,2,0,0,0,3,2,25.0,8,2,6,33.3
,,,,,,EvolutionWillie,6,4,1,0,0,1,1,2,50.0,4,2,4,50.0
