Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,Supreme styles,0|0|0|0|0|65,Loss,,,,,,,,,,,,,,
,,,,,,Nolimitkev,30,0,3,2,0,2,1,12,75.0,16,6,8,75.0
,,,,,,Manzebk,12,7,5,3,1,1,2,6,66.7,9,0,1,0.0
,,,,,,Stammm7,9,7,4,5,2,2,0,4,80.0,5,1,1,100.0
,,,,,,PeRcTooCold,8,1,1,1,1,3,1,3,50.0,6,0,2,0.0
,,,,,,Iiithexmaniii,6,0,10,0,0,2,7,2,33.3,6,0,1,0.0
,,,DUB DYNASTY,0|0|0|0|0|68,Win,,,,,,,,,,,,,,,
,,,,,,Walksum-,30,0,1,6,0,5,1,12,75.0,16,5,8,62.5
,,,,,,Tiktokpablo,15,0,12,0,0,0,6,5,45.5,11,1,5,20.0
,,,,,,Zendrawlin,9,3,0,0,0,0,2,4,66.7,6,1,3,33.3
,,,,,,Dynastyxkdub2k,8,6,5,3,0,3,2,3,60.0,5,2,2,100.0
,,,,,,IDKVINO,6,4,0,0,0,1,1,1,50.0,2,0,0,0
