Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,Zentastic5,0|0|0|0|0|70,Loss,,,,,,,,,,,,,,
,,,,,,Chriskickz,23,1,1,1,0,1,1,9,69.2,13,5,8,62.5
,,,,,,KvngSteez,19,0,1,6,1,0,0,8,66.7,12,3,5,60.0
,,,,,,Guess passes,14,1,11,0,0,0,3,5,45.5,11,1,6,16.7
,,,,,,Hey feared,11,8,8,1,0,2,0,5,83.3,6,0,0,0
,,,,,,Perk Benoit,3,1,1,2,1,1,2,1,33.3,3,1,3,33.3
,,,TheCabin,0|0|0|0|0|75,Win,,,,,,,,,,,,,,,
,,,,,,tulycapalot,42,0,3,2,0,2,2,16,84.2,19,10,13,76.9
,,,,,,xJettski,12,1,1,1,0,3,0,5,71.4,7,2,3,66.7
,,,,,,lllSELLlll,9,10,4,0,0,1,1,3,100.0,3,1,1,100.0
,,,,,,lCozyll,7,0,7,0,0,0,5,3,42.9,7,1,3,33.3
,,,,,,ExactlyDre,5,5,2,3,1,3,2,2,40.0,5,1,2,50.0
