Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,
,,,,,,Oc-ern-,23,0,5,0,1,3,4,9,56.3,16,5,10,50.0
,,,,,,NooCalleriiD_TTV,15,3,4,1,0,2,3,6,46.2,13,3,5,60.0
,,,,,,YouxBop,8,0,2,3,0,1,1,2,50.0,4,2,4,50.0
,,,,,,SteezQueLOE,8,11,5,0,0,0,1,4,100.0,4,0,0,0
,,,,,,OC-SlightlyLate,6,1,2,3,0,4,0,2,50.0,4,2,4,50.0
,,,Coatesville,0|0|0|0|0|63,Win,,,,,,,,,,,,,,,
,,,,,,DotForDubs,18,0,4,2,0,0,4,6,54.5,11,5,9,55.6
,,,,,,IIBiggWanll,16,16,9,1,0,0,0,8,100.0,8,0,0,0
,,,,,,EnvyZayyy,15,0,4,0,1,3,0,6,46.2,13,3,8,37.5
,,,,,,Xmajxx,9,3,1,4,2,1,2,3,37.5,8,2,5,40.0
,,,,,,BudSkrt,5,1,1,2,0,3,1,2,50.0,4,1,3,33.3
