Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,6ix Elite,0|0|0|0|0|97,Win,,,,,,,,,,,,,,
,,,,,,RhinoDiarrhea,38,0,14,1,0,1,2,14,87.5,16,10,12,83.3
,,,,,,InEdWeTrust-,21,1,0,3,0,3,0,9,90.0,10,3,3,100.0
,,,,,,Dungardoctor,20,7,4,0,1,0,2,9,100.0,9,1,1,100.0
,,,,,,StephBeenLit,15,1,2,2,0,0,0,6,42.9,14,3,11,27.3
,,,,,,IIManuck,3,2,6,1,0,1,0,1,100.0,1,1,1,100.0
,,,Flourish Citizens,0|0|0|0|0|81,Loss,,,,,,,,,,,,,,,
,,,,,,ImClem4Real,44,0,9,1,0,0,5,14,77.8,18,13,17,76.5
,,,,,,TGF4021,20,7,2,1,0,0,2,10,90.9,11,0,0,0
,,,,,,JMDHeisman,9,1,4,1,0,1,2,4,57.1,7,1,2,50.0
,,,,,,JJGotTheJuice,8,0,1,0,0,1,1,3,60.0,5,2,4,50.0
,,,,,,xzDOPExz,0,2,2,1,0,3,0,0,0.0,1,0,0,0
