Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Out for blood,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,Duffyszn2k,30,0,2,4,0,4,1,11,52.4,21,8,17,47.1
,,,,,,Cr vonte,24,3,2,2,0,0,1,10,90.9,11,4,5,80.0
,,,,,,xMyless,15,5,11,2,0,0,2,7,87.5,8,1,1,100.0
,,,,,,Zee Da A1 PG,7,0,9,0,0,0,4,3,60.0,5,1,2,50.0
,,,,,,Rich Rell,0,4,4,1,1,4,1,0,0,0,0,0,0
,,,Franchise,0|0|0|0|0|71,Loss,,,,,,,,,,,,,,,
,,,,,,Immapopper,23,7,3,0,0,0,3,11,91.7,12,1,2,50.0
,,,,,,iiKardiyo,20,0,12,0,0,1,1,7,70.0,10,4,5,80.0
,,,,,,Capowya_,12,0,2,3,0,4,2,5,62.5,8,1,2,50.0
,,,,,,Llucciffferrr,10,0,0,3,0,3,2,4,100.0,4,2,2,100.0
,,,,,,Alsmoovee,6,5,4,3,1,0,2,2,33.3,6,2,5,40.0
