Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Bodega Cats,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,goldenboy YP,21,0,8,0,0,3,2,9,64.3,14,2,7,28.6
,,,,,,TaeCP,19,7,4,0,0,0,1,8,80.0,10,3,5,60.0
,,,,,,lvlr Syn,18,6,1,1,2,0,0,7,63.6,11,4,8,50.0
,,,,,,GK1LLER77,12,1,3,2,0,0,0,5,45.5,11,2,5,40.0
,,,,,,o_ihoop5_o,6,2,7,5,1,2,0,3,100.0,3,0,0,0
,,,THE MOB,0|0|0|0|0|64,Loss,,,,,,,,,,,,,,,
,,,,,,Reallytrxp,35,0,2,0,0,1,3,12,75.0,16,11,14,78.6
,,,,,,PattyMil,15,1,10,2,0,0,3,6,37.5,16,3,8,37.5
,,,,,,Hit RB LT,8,13,3,0,0,1,4,4,80.0,5,0,0,0
,,,,,,StopBaited,6,0,1,1,0,1,0,2,50.0,4,2,3,66.7
,,,,,,Gothum,0,2,2,0,0,0,2,0,0.0,1,0,1,0.0
