Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Nightmare City,0|0|0|0|0|75,Win,,,,,,,,,,,,,,
,,,,,,xLattin,32,0,0,2,0,0,0,12,92.3,13,8,9,88.9
,,,,,,island Devil,21,0,13,0,0,1,2,8,47.1,17,3,10,30.0
,,,,,,Catchingblessing,8,4,3,4,0,2,0,3,75.0,4,2,3,66.7
,,,,,,XxCLUSIVE,8,8,5,0,0,1,4,4,100.0,4,0,0,0
,,,,,,IIBallwatchingll,6,0,1,0,0,0,0,3,75.0,4,0,0,0
,,,Hidden Greatness,0|0|0|0|0|69,Loss,,,,,,,,,,,,,,,
,,,,,,Futurewyd,26,0,15,1,0,1,2,10,66.7,15,6,10,60.0
,,,,,,Bufsi,18,3,1,2,0,1,2,7,63.6,11,4,7,57.1
,,,,,,EvolutionDrizzy,12,0,0,0,0,0,1,5,83.3,6,2,3,66.7
,,,,,,IlJuxiify,7,0,2,1,0,2,0,3,60.0,5,1,3,33.3
,,,,,,Tfjuice,6,10,0,0,0,1,3,3,60.0,5,0,1,0.0
