Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/1/2025,,Regular Season,THE MOB,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,
,,,,,,JysohD,21,0,3,1,0,0,2,8,47.1,17,5,12,41.7
,,,,,,lolajj,18,2,8,1,0,0,3,7,43.8,16,4,10,40.0
,,,,,,MixzyTTV_,8,6,1,3,0,2,1,3,50.0,6,2,5,40.0
,,,,,,PattyMil,6,10,2,1,0,1,0,3,75.0,4,0,0,0
,,,,,,Gothum,6,0,3,0,0,3,0,2,33.3,6,2,5,40.0
,,,Defy Gravity,0|0|0|0|0|69,Win,,,,,,,,,,,,,,,
,,,,,,llSafll,26,1,7,1,1,2,3,9,56.3,16,7,14,50.0
,,,,,,mo means,17,7,6,1,2,1,2,7,53.8,13,3,7,42.9
,,,,,,MyOllies,11,0,1,1,0,1,1,4,57.1,7,3,5,60.0
,,,,,,Jaigy,8,15,2,1,0,0,1,4,80.0,5,0,0,0
,,,,,,NextLaneOpen-,7,0,1,1,0,3,1,3,60.0,5,1,3,33.3
