Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,Wen family,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,oMirabal CF,35,1,6,1,0,5,2,13,48.1,27,9,15,60.0
,,,,,,I Ryan II,26,0,3,1,0,2,0,9,75.0,12,6,8,75.0
,,,,,,iiiTzDJ,11,3,4,4,2,2,0,4,50.0,8,1,2,50.0
,,,,,,PAGAN7PRl,4,10,4,0,0,2,0,2,100.0,2,0,0,0
,,,,,,Yerythebest2,0,5,2,1,0,0,1,0,0,0,0,0,0
,,,invasion esports,0|0|0|0|0|60,Loss,,,,,,,,,,,,,,,
,,,,,,KelseyPlum,30,0,7,0,0,1,3,10,71.4,14,6,8,75.0
,,,,,,xgunburnin,12,0,1,1,0,1,2,5,71.4,7,2,3,66.7
,,,,,,Fiftyclip,10,0,0,0,0,2,1,4,44.4,9,2,6,33.3
,,,,,,OneWayPistol,8,10,6,0,0,3,2,4,100.0,4,0,0,0
,,,,,,wassam5ive,0,3,0,0,1,0,1,0,0.0,2,0,2,0.0
