Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/22/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|66,Loss,,,,,,,,,,,,,,
,,,,,,YouxBop,17,0,1,1,0,2,1,7,77.8,9,3,5,60.0
,,,,,,NooCalleriiD_TTV,14,0,3,0,0,1,0,6,54.5,11,2,4,50.0
,,,,,,Oc-ern-,13,0,10,0,0,1,3,4,44.4,9,3,7,42.9
,,,,,,SteezQueLOE,12,1,0,2,0,2,0,4,80.0,5,4,5,80.0
,,,,,,OC-SlightlyLate,10,11,8,0,0,2,1,5,83.3,6,0,0,0
,,,Free Smoke,0|0|0|0|0|74,Win,,,,,,,,,,,,,,,
,,,,,,qDeek,20,0,4,2,0,2,0,8,88.9,9,4,5,80.0
,,,,,,ill-Dante-lli,18,1,16,0,0,2,1,8,57.1,14,2,4,50.0
,,,,,,ooJxden,14,2,3,0,3,1,1,5,71.4,7,4,6,66.7
,,,,,,IssaCreed-_,14,9,1,0,0,0,0,7,87.5,8,0,0,0
,,,,,,WaveLuciann,8,0,0,3,0,1,1,3,60.0,5,2,4,50.0
