Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Nightmare City,0|0|0|0|0|104,Win,,,,,,,,,,,,,,
,,,,,,xLattin,47,0,2,0,0,0,0,17,85.0,20,12,15,80.0
,,,,,,island Devil,39,1,8,0,0,0,2,14,73.7,19,11,15,73.3
,,,,,,XxCLUSIVE,12,14,9,2,0,2,3,6,75.0,8,0,2,0.0
,,,,,,Catchingblessing,3,3,5,2,0,1,3,1,100.0,1,1,1,100.0
,,,,,,Xxmoneycashxx,3,0,0,1,0,1,0,1,33.3,3,1,2,50.0
,,,Nun But Killas,0|0|0|0|0|89,Loss,,,,,,,,,,,,,,,
,,,,,,Blewstrips,35,0,4,4,0,1,3,12,60.0,20,11,19,57.9
,,,,,,Daehonncho,24,0,5,0,0,0,1,8,72.7,11,6,7,85.7
,,,,,,DellCobain,15,3,3,1,1,1,0,5,62.5,8,4,6,66.7
,,,,,,Defensive1stTeam,10,8,4,1,0,0,1,5,71.4,7,0,0,0
,,,,,,Hennmothy,5,1,3,0,0,1,0,2,33.3,6,1,4,25.0
