Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Major smoke,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,Johnnyfresh21_,23,0,1,1,0,2,1,10,66.7,15,3,7,42.9
,,,,,,Bnasty_Tv,18,0,8,0,0,1,2,7,53.8,13,2,3,66.7
,,,,,,Wavyrose,17,0,2,2,0,1,0,6,66.7,9,5,7,71.4
,,,,,,Bstackz,12,7,4,4,2,4,0,5,62.5,8,2,4,50.0
,,,,,,Joe_pepi,8,14,5,1,0,1,1,4,100.0,4,0,0,0
,,,The 6ixx Prep,0|0|0|0|0|51,Loss,,,,,,,,,,,,,,,
,,,,,,Ttv-bangbrojayloo,25,0,3,0,0,1,3,9,64.3,14,5,8,62.5
,,,,,,Svmmrs1of1,13,12,2,0,0,0,1,6,66.7,9,0,0,0
,,,,,,Stealoh,6,0,9,0,0,0,5,2,22.2,9,2,8,25.0
,,,,,,LocckJa,4,0,0,2,0,2,0,2,33.3,6,0,1,0.0
,,,,,,Spookynugget24,3,5,1,2,0,1,0,1,25.0,4,1,2,50.0
