Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Madvillainz,0|0|0|0|0|82,Win,,,,,,,,,,,,,,
,,,,,,MaicoBeams,34,1,6,0,0,1,4,11,73.3,15,7,11,63.6
,,,,,,Heffro,25,0,2,1,0,0,2,9,81.8,11,6,8,75.0
,,,,,,CassiusClayI,11,11,4,0,0,1,2,5,83.3,6,1,1,100.0
,,,,,,Create envy,7,3,2,2,0,3,0,3,60.0,5,1,1,100.0
,,,,,,Proof rr,5,0,2,1,0,0,1,2,40.0,5,1,3,33.3
,,,Dawg Mentality,0|0|0|0|0|73,Loss,,,,,,,,,,,,,,,
,,,,,,Best Break,28,1,2,1,0,1,2,11,73.3,15,6,9,66.7
,,,,,,xthebeltx,18,0,12,2,0,1,1,7,50.0,14,4,9,44.4
,,,,,,Drenchgod919,14,7,5,1,1,4,3,7,87.5,8,0,0,0
,,,,,,JGxCashout919,10,1,1,3,0,3,0,3,60.0,5,2,3,66.7
,,,,,,Lane Stealin,3,3,1,1,2,2,1,1,33.3,3,1,2,50.0
