Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/30/2025,,Regular Season,Nightmare City,0|0|0|0|0|82,Win,,,,,,,,,,,,,,
,,,,,,island Devil,32,1,9,0,0,1,3,12,85.7,14,8,10,80.0
,,,,,,xLattin,32,0,2,0,0,1,0,13,68.4,19,6,9,66.7
,,,,,,Catchingblessing,8,4,3,1,1,3,0,3,100.0,3,2,2,100.0
,,,,,,XxCLUSIVE,7,7,4,1,0,1,0,3,75.0,4,1,2,50.0
,,,,,,IIBallwatchingll,3,0,1,3,0,2,0,1,25.0,4,1,3,33.3
,,,Hidden Greatness,0|0|0|0|0|63,Loss,,,,,,,,,,,,,,,
,,,,,,Futurewyd,14,1,13,0,0,0,3,5,33.3,15,4,11,36.4
,,,,,,Tfjuice,14,8,3,0,0,2,1,7,70.0,10,0,1,0.0
,,,,,,EvolutionDrizzy,13,0,2,0,0,0,1,5,62.5,8,3,5,60.0
,,,,,,IlJuxiify,11,1,0,0,0,0,1,4,66.7,6,3,4,75.0
,,,,,,Bufsi,11,7,5,2,0,1,1,4,66.7,6,3,4,75.0
