Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Two City Cyclones,0|0|0|0|0|76,Win,,,,,,,,,,,,,,
,,,,,,SlimlQ,26,0,12,0,0,0,1,9,56.3,16,8,15,53.3
,,,,,,Deyvw,15,10,3,0,0,0,0,7,77.8,9,1,2,50.0
,,,,,,YSNrunitup,14,1,2,1,0,1,0,7,63.6,11,0,3,0.0
,,,,,,llLoadingll,13,8,2,5,1,1,1,5,71.4,7,3,4,75.0
,,,,,,cheekylocc,8,1,0,0,0,4,0,3,75.0,4,2,2,100.0
,,,Hidden Greatness,0|0|0|0|0|55,Loss,,,,,,,,,,,,,,,
,,,,,,Futurewyd,16,0,13,0,0,0,2,6,50.0,12,4,9,44.4
,,,,,,EvolutionDrizzy,13,0,0,0,0,0,1,6,60.0,10,1,5,20.0
,,,,,,Bufsi,10,7,2,0,0,1,0,5,83.3,6,0,1,0.0
,,,,,,Tfjuice,8,1,1,0,0,0,1,3,42.9,7,2,5,40.0
,,,,,,Yessirdylan,8,3,0,1,0,0,2,3,60.0,5,2,4,50.0
