Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,Spaced Out SOE,0|0|0|0|0|90,Win,,,,,,,,,,,,,,
,,,,,,Ablueeee,25,3,1,1,0,1,0,9,90.0,10,7,8,87.5
,,,,,,MikeHonchoooo,24,0,13,0,0,1,0,10,58.8,17,4,10,40.0
,,,,,,Search Bron,19,6,4,0,0,0,1,7,87.5,8,5,6,83.3
,,,,,,Integrals,14,0,7,0,0,2,0,6,66.7,9,2,5,40.0
,,,,,,Newfound Joy,8,5,1,2,0,1,0,3,75.0,4,2,3,66.7
,,,Wen family,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,,
,,,,,,Cristiangotzen,42,0,6,0,0,0,2,16,66.7,24,10,16,62.5
,,,,,,KokiJames,12,0,2,0,0,0,0,5,62.5,8,2,5,40.0
,,,,,,Yerythebest2,8,2,2,1,1,1,0,3,60.0,5,2,3,66.7
,,,,,,oMirabal CF,6,0,0,0,0,2,0,2,40.0,5,2,5,40.0
,,,,,,DogWoW9599,6,11,6,0,0,0,2,3,75.0,4,0,0,0
