Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,Wen family,0|0|0|0|0|64,Win,,,,,,,,,,,,,,
,,,,,,oMirabal CF,43,0,4,5,0,2,1,17,54.8,31,8,16,50.0
,,,,,,I Ryan II,11,0,3,2,0,1,0,3,27.3,11,3,8,37.5
,,,,,,DogWoW9599,8,2,0,1,1,2,0,3,75.0,4,2,3,66.7
,,,,,,iiiTzDJ,2,6,2,0,1,2,2,1,33.3,3,0,2,0.0
,,,,,,PAGAN7PRl,0,11,5,1,0,2,2,0,0,0,0,0,0
,,,The 6ixx Prep,0|0|0|0|0|56,Loss,,,,,,,,,,,,,,,
,,,,,,Stealoh,19,0,8,0,0,1,5,6,46.2,13,4,9,44.4
,,,,,,Kel06im,18,1,1,1,0,1,0,5,45.5,11,5,10,50.0
,,,,,,Svmmrs1of1,13,18,2,1,0,2,5,6,75.0,8,0,0,0
,,,,,,Spookynugget24,6,2,2,1,1,2,1,2,33.3,6,2,3,66.7
,,,,,,fayewebster,0,0,0,0,1,2,0,0,0.0,1,0,0,0
