Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/29/2025,,Regular Season,DUB DYNASTY,0|0|0|0|0|82,Loss,,,,,,,,,,,,,,
,,,,,,Tiktokpablo,24,0,13,0,0,1,1,8,66.7,12,7,9,77.8
,,,,,,Zendrawlin,20,0,2,0,0,1,0,8,61.5,13,4,8,50.0
,,,,,,Dynastyxcjay,20,6,7,0,0,0,0,10,90.9,11,0,0,0
,,,,,,IDKVINO,9,0,0,0,0,2,0,3,37.5,8,3,6,50.0
,,,,,,Dynastyxkdub2k,9,3,3,1,0,2,0,3,75.0,4,3,4,75.0
,,,Wen family,0|0|0|0|0|95,Win,,,,,,,,,,,,,,,
,,,,,,oMirabal CF,48,0,6,0,0,1,0,18,56.3,32,12,20,60.0
,,,,,,I Ryan II,34,0,3,0,0,1,0,13,81.3,16,8,9,88.9
,,,,,,PAGAN7PRl,8,13,7,0,0,1,2,4,100.0,4,0,0,0
,,,,,,iiiTzDJ,5,5,6,0,0,2,0,2,100.0,2,1,1,100.0
,,,,,,DogWoW9599,0,4,3,0,1,1,1,0,0,0,0,0,0
