Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,High Octane,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,
,,,,,,Evos-Phynx,23,0,3,0,0,2,4,8,72.7,11,7,10,70.0
,,,,,,SpilledMyWock-,12,0,7,0,0,0,1,5,45.5,11,2,6,33.3
,,,,,,WooHardxn,10,0,2,0,0,2,1,5,83.3,6,0,1,0.0
,,,,,,PurpDaMenace,9,10,3,0,0,1,1,4,66.7,6,1,2,50.0
,,,,,,IIDevoll,8,4,3,2,1,1,1,4,66.7,6,0,2,0.0
,,,6ix Lab,0|0|0|0|0|70,Win,,,,,,,,,,,,,,,
,,,,,,dontsllp,22,0,3,0,0,0,1,8,50.0,16,5,9,55.6
,,,,,,TrollEm Hates Buc,20,0,12,1,0,0,1,7,58.3,12,4,9,44.4
,,,,,,yvesgbump,14,9,3,1,0,2,0,7,77.8,9,0,1,0.0
,,,,,,jayadebayo,8,5,1,0,0,0,0,3,60.0,5,2,4,50.0
,,,,,,sikko,6,0,2,3,0,0,0,3,100.0,3,0,0,0
