Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,INetwork Esports,0|0|0|0|0|57,Loss,,,,,,,,,,,,,,
,,,,,,iball_splash,27,0,7,0,0,2,0,11,61.1,18,5,11,45.5
,,,,,,HansonCaroline10,18,0,1,3,0,4,0,7,46.7,15,4,9,44.4
,,,,,,GameSixDJ,7,7,3,0,0,0,0,3,50.0,6,0,0,0
,,,,,,GetEmChoppa,5,1,1,0,0,2,0,2,100.0,2,1,1,100.0
,,,,,,CantGuardRobTTV,0,2,1,2,1,3,0,0,0.0,1,0,1,0.0
,,,Dawg Mentality,0|0|0|0|0|63,Win,,,,,,,,,,,,,,,
,,,,,,IIG3NEII,20,0,3,0,0,1,3,8,80.0,10,4,6,66.7
,,,,,,xthebeltx,16,0,13,0,0,0,1,6,54.5,11,4,9,44.4
,,,,,,ODthatdude,16,18,1,0,1,0,1,7,87.5,8,0,0,0
,,,,,,Best Break,8,0,0,0,0,2,0,3,60.0,5,1,2,50.0
,,,,,,Lane Stealin,3,5,0,0,1,1,0,1,25.0,4,0,2,0.0
