Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/19/2025,,Regular Season,Bodega Cats,0|0|0|0|0|78,Win,,,,,,,,,,,,,,
,,,,,,GK1LLER77,37,0,3,1,0,0,0,13,72.2,18,11,16,68.8
,,,,,,goldenboy YP,22,0,2,2,0,2,1,10,66.7,15,2,7,28.6
,,,,,,lvlr Syn,13,8,0,1,1,1,0,5,83.3,6,3,3,100.0
,,,,,,o_ihoop5_o,4,0,8,2,0,3,0,2,33.3,6,0,1,0.0
,,,,,,xDukeYung,2,7,3,0,0,2,1,1,50.0,2,0,0,0
,,,The 6ixx Prep,0|0|0|0|0|59,Loss,,,,,,,,,,,,,,,
,,,,,,Kel06im,19,0,2,0,0,2,1,7,53.8,13,5,11,45.5
,,,,,,Svmmrs1of1,18,12,3,0,0,0,2,8,100.0,8,0,0,0
,,,,,,Stealoh,16,1,9,0,0,0,1,6,50.0,12,4,10,40.0
,,,,,,fayewebster,3,0,0,0,0,0,0,1,25.0,4,1,4,25.0
,,,,,,Spookynugget24,3,2,1,0,1,0,2,1,25.0,4,1,3,33.3
