Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/23/2025,,Regular Season,RuskaRomaPrep,0|0|0|0|0|62,Win,,,,,,,,,,,,,,
,,,,,,Earlier-it,20,0,2,0,0,1,2,7,58.3,12,5,9,55.6
,,,,,,|GodSent|-,14,0,0,1,0,0,1,5,55.6,9,3,5,60.0
,,,,,,GodSentMel,12,16,4,0,0,0,1,6,85.7,7,0,1,0.0
,,,,,,Mir-In-Motion,11,4,1,1,0,1,0,4,66.7,6,3,4,75.0
,,,,,,zSTNx,5,0,12,0,0,0,2,2,28.6,7,1,5,20.0
,,,Below Zero Gaming,0|0|0|0|0|54,Loss,,,,,,,,,,,,,,,
,,,,,,stillgood,15,0,7,1,0,2,1,5,35.7,14,5,14,35.7
,,,,,,AnaniJade,14,6,3,1,0,0,0,7,87.5,8,0,0,0
,,,,,,RebelsKickIt,12,0,2,3,0,0,1,5,71.4,7,2,4,50.0
,,,,,,llPushinTeell,7,7,0,1,1,1,0,2,66.7,3,2,3,66.7
,,,,,,DrakeTheBEAST101,6,1,3,0,0,5,1,3,33.3,9,0,3,0.0
