Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/21/2025,,Regular Season,TheCabin,0|0|0|0|0|60,Win,,,,,,,,,,,,,,
,,,,,,tulycapalot,20,0,2,0,0,0,0,8,72.7,11,4,7,57.1
,,,,,,xJettski,12,1,0,3,0,3,0,5,100.0,5,2,2,100.0
,,,,,,lCozyll,11,1,10,0,0,0,1,4,57.1,7,3,6,50.0
,,,,,,ExactlyDre,9,1,1,3,0,2,0,4,80.0,5,1,1,100.0
,,,,,,lllSELLlll,8,8,3,1,0,1,0,4,80.0,5,0,0,0
,,,Monstars,0|0|0|0|0|34,Loss,,,,,,,,,,,,,,,
,,,,,,Greenlightx,15,1,5,0,0,0,3,5,50.0,10,3,6,50.0
,,,,,,Bot acct,9,4,0,0,0,0,1,4,100.0,4,0,0,0
,,,,,,Choc Yt n TTv,8,0,1,0,0,1,1,3,75.0,4,2,3,66.7
,,,,,,Wolfnosss,2,1,1,1,0,0,0,1,33.3,3,0,2,0.0
,,,,,,Getmyballs,0,1,0,0,1,0,2,0,0.0,3,0,2,0.0
