Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/4/2025,,Regular Season,Franchise,0|0|0|0|0|29,Loss,,,,,,,,,,,,,,
,,,,,,Mallorybellaire,14,0,3,0,0,0,3,5,45.5,11,4,9,44.4
,,,,,,iiKardiyo,5,1,4,1,0,1,1,2,25.0,8,1,5,20.0
,,,,,,Immapopper,4,2,0,0,0,0,0,2,100.0,2,0,0,0
,,,,,,Alsmoovee,3,1,1,1,0,0,0,1,25.0,4,1,4,25.0
,,,,,,Llucciffferrr,3,0,1,3,0,0,0,1,100.0,1,1,1,100.0
,,,Bodega Cats,0|0|0|0|0|58,Win,,,,,,,,,,,,,,,
,,,,,,GK1LLER77,21,0,1,0,0,0,0,7,77.8,9,7,9,77.8
,,,,,,o_ihoop5_o,15,2,6,2,0,0,1,7,87.5,8,1,1,100.0
,,,,,,goldenboy YP,13,0,7,2,0,0,2,6,85.7,7,1,2,50.0
,,,,,,Rye vs Rah,9,2,0,0,1,0,0,3,100.0,3,3,3,100.0
,,,,,,TaeCP,0,11,4,0,0,0,2,0,0,0,0,0,0
