Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/24/2025,,Regular Season,Nun But Killas,0|0|0|0|0|71,Win,,,,,,,,,,,,,,
,,,,,,Daehonncho,26,0,1,0,0,3,2,11,73.3,15,4,6,66.7
,,,,,,Defensive1stTeam,18,15,10,0,0,2,1,9,90.0,10,0,0,0
,,,,,,Blewstrips,13,1,8,2,0,1,1,4,40.0,10,2,6,33.3
,,,,,,Hennmothy,7,0,1,1,0,2,0,3,60.0,5,1,3,33.3
,,,,,,DellCobain,7,2,1,2,2,3,0,3,60.0,5,1,1,100.0
,,,ORIGINAL BROTHERS,0|0|0|0|0|62,Loss,,,,,,,,,,,,,,,
,,,,,,Zxnner,29,1,5,0,0,0,3,9,45.0,20,7,17,41.2
,,,,,,PlacidBoyRico,17,1,5,1,0,6,0,5,83.3,6,3,3,100.0
,,,,,,Imbig2x,9,10,1,0,0,1,1,4,66.7,6,1,1,100.0
,,,,,,Dcash ny,7,5,3,2,0,3,1,3,37.5,8,1,6,16.7
,,,,,,Spacely11,0,1,1,0,0,0,1,0,0.0,4,0,3,0.0
