Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/18/2025,,Regular Season,Abandoned Ones,0|0|0|0|0|72,Loss,,,,,,,,,,,,,,
,,,,,,xLattin,29,0,6,0,0,2,2,11,73.3,15,7,9,77.8
,,,,,,WavyJC_,24,3,8,1,0,0,5,9,81.8,11,4,6,66.7
,,,,,,KingSebass_,10,5,1,0,0,0,1,5,83.3,6,0,0,0
,,,,,,sSq5der,6,2,0,1,0,1,1,2,66.7,3,2,3,66.7
,,,,,,Wrap Again,3,3,2,0,1,2,1,1,50.0,2,1,2,50.0
,,,Lightsout,0|0|0|0|0|79,Win,,,,,,,,,,,,,,,
,,,,,,IIIzIIII,33,0,5,4,0,0,0,12,70.6,17,9,13,69.2
,,,,,,TmChris2k,24,1,3,0,0,0,2,10,76.9,13,4,7,57.1
,,,,,,XFatboyTrae,10,10,2,0,0,2,3,5,62.5,8,0,0,0
,,,,,,Real JGF,6,0,3,3,0,2,0,2,33.3,6,2,4,50.0
,,,,,,Melder_,6,1,1,2,0,1,0,2,40.0,5,1,3,33.3
