Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
12/2/2025,,Regular Season,Bad Energy,0|0|0|0|0|95,Win,,,,,,,,,,,,,,
,,,,,,Im Vxnom,35,1,2,1,0,1,1,14,63.6,22,7,15,46.7
,,,,,,CJ_OnDeck,22,1,1,3,0,0,0,9,81.8,11,4,4,100.0
,,,,,,Mvsephh,17,13,14,2,1,4,0,8,72.7,11,1,4,25.0
,,,,,,StopMortal,14,0,10,2,0,1,1,5,55.6,9,4,8,50.0
,,,,,,AintThatOurBall,7,1,3,1,0,2,1,3,50.0,6,1,3,33.3
,,,DogHouse,0|0|0|0|0|86,Loss,,,,,,,,,,,,,,,
,,,,,,LvKaid,41,0,13,0,0,0,5,14,70.0,20,12,18,66.7
,,,,,,ShootLikeDev,18,0,1,1,0,1,1,6,46.2,13,6,13,46.2
,,,,,,KingPapiDrip,11,11,4,1,1,1,4,4,80.0,5,1,1,100.0
,,,,,,Marchant2K,10,4,1,1,0,2,0,4,100.0,4,2,2,100.0
,,,,,,Itsphoenix658,6,0,0,0,0,1,2,2,40.0,5,2,5,40.0
