Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/17/2025,,Regular Season,Dawg Mentality,0|0|0|0|0|74,Loss,,,,,,,,,,,,,,
,,,,,,Best Break,29,0,6,2,0,3,1,10,62.5,16,7,9,77.8
,,,,,,ODthatdude,17,13,3,0,1,1,0,7,77.8,9,0,0,0
,,,,,,Drenchgod919,16,0,1,1,0,1,0,7,87.5,8,2,3,66.7
,,,,,,xthebeltx,12,0,11,0,0,2,5,4,50.0,8,3,7,42.9
,,,,,,Lane Stealin,0,4,3,0,1,1,1,0,0.0,4,0,3,0.0
,,,Must See TV,0|0|0|0|0|80,Win,,,,,,,,,,,,,,,
,,,,,,A WalkingBucket_,39,2,4,2,0,0,2,16,76.2,21,6,8,75.0
,,,,,,Osakueva,21,0,8,1,0,1,1,8,57.1,14,5,8,62.5
,,,,,,ReturnOfDC,9,0,2,3,0,2,0,4,66.7,6,0,0,0
,,,,,,Flac0__0,8,6,1,1,0,4,0,3,100.0,3,0,0,0
,,,,,,xPaleleiB,3,7,6,0,0,1,0,1,25.0,4,1,2,50.0
